tarih,puan,yorum
2020-11-25,4,"tableti alip 1 gun kullandim 
ekrani gayet buyuk ve cerceveleri kucuk 
cok hos durdugunu soyleyebilirim 
sarj suresi kendi gelen adaptoruyle bek hizli olmuyor 
batarya omrunu begendim oldukca uzun sure gidiyor
ekrani 720 p ve yakinlastiginiz zaman pikselleri cok rahat belli oluyor 
1080p bir video actigimda videonun kalitesi cok kotu oluyor yazilar vb okunmuyor
hoparlorleri gayet iyi hosuma gitti 
dolby atmos 
sesi cok net cikartiyor 
sagda ve solda olmak uzere 2 tane hoparloru var 
bu arada kamerasinin mp i dusuk ama 
dusuk olmasina kanmayin kameralari vayet iyi fotograf ve video cekiyor 
zoom discord gibi uygulamalarda yayin yaparken herhangi bir goruntu bozulmasi olmuyor kamwralari iyi 
tabletin alt tarafinda klavye takma yeri var ama klavyesi yaninda gelmiyor ve internette arastirip bulamadim 
benim diyeceklerim bu kadar 
1 yildiz kirmamin sebebi ekranin bu fiyata 720p olmasi"
2020-11-27,5,Hepsiburada sağolsun hepsijet ile gönderdiği için iki günde elime ulaştı. Çok sağlam sarılmıştı ama neden kargo ücreti alındığını anlayamadım. Neyse tabletin hızı filan iyi. Fiyat performans ürünü. Ama tablette geri tuşunun olmadığını bilsem almazdım. Ben kullanabiliyorum ama çocuk için geri tuşu olması daha iyi. Çocuk için almıştım ve bu durum beni biraz üzdü açıkçası. Tablette bi sıkıntı yok ama. Alırken ram ve işlemci özelliklerini karşılaştırın. Hızı onlar belirliyor. 4gb ram  altında almayın. 4 gb ram olan diğer markalar çok pahalıydı. Bunu uygun görünce aldım. Hakkında tek yorum vardı o da boştu yani. Alacak olanlara faydam olur diye yazayım dedim. Geri tuşu önemli:)
2022-02-14,5,"Güzal bir tablet, çok iyi, hızlı şekilde geldi"
2021-01-29,5,Ürünü hb dan aldım.Elime geçer geçmez geri tuşu olmadığını farkettim.bazi kullanıcılarda yorumlarda belirtmiş ancak Ayarlardan geri tuşu ekleniyor.
2022-03-25,4,"Ürün genel olarak güzel. Oğlum için aldım. Brawl star gibi oyunlar oynuyor. 4 GB ram ve işlemciler  şimdilik yeterli geliyor. Ayrıca masa üstü bilgisayarlada bulunan windows çubuğu gibi özellik de konulmuş o da güzel. Ekran kayıt özelliği var. Dolby atmos özelliği ile ses sistemi geliştirilmiş. Olumsuz taraflarına gelince Kargo 4. günde ancak teslim edilebildi. Tablette her şey google a teslim edilmiş. galeri uygulaması, dosyalarım uygulaması, takvim vs her şey google a ait.kendi uygulaması yok. Samsunga alışanlar için alışmak biraz zor. Kameralar bi tablet için iş görür düzeyde. Fiyatı da dört dörtlük kampanyalı olarak aldığımdan uyguna denk geldi. Aldığım fiyata göre iş görür."
2022-04-25,5,"Çok kullanışlı,ben ayrıca tablete uygun klavye kılıf aldım PC den farksız oldu günlük ofis işlerimi yapabilirim artık"
2021-11-05,5,"Öncelikle satıcıya ve Sürat Kargo&#039;ya teşekkür ederim. Satıcı çok güzel paketlemiş, en küçük bir deforme yoktu tabletin kutusunda. Ayrıca tahmini kargoya veriş süresinden 2 gün önce verdi. Sürat Kargo ise 1 günde teslim etti. Tablete gelince; büyüklüğü, ekran hassasiyeti gerçekten iyi. Param buna yettiği için çözünürlüğü düşük olanı aldım ama gayet yeterli. İşlemci hızı gibi detaylı kullanım gerektiren konuları zamanla göreceğiz."
2021-11-24,5,Gönderici firma ve kargo şirketine çalışmalarından ötürü teşekkür ederim. Ürün beklediğim gibi geldi. Tavsiye ederim.
2020-05-08,5,"Kitap okumak için ideal boyutta. 305 gr ağırlığı insanı yormuyor. Otomatik ışık ayarı kapatılabiliyor ki bu benim istediğim bir özellikti. Dokunmatiği hassas, iyi. Kitap okuma, Twitter, Instagram, haritalar, web&#039;de gezinme, YouTube, Netflix ve diğer film-dizi izleme konularında ben hiç sorun  algılamadım. Yeni bir model olduğu, hafızası benim amaçlarıma uygun olduğu ve tabii ki fiyatının uygunluğu yüzünden tercih ettim. Aksiyonlu oyun zaten oynamıyorum.  Orada sorun var mıdır, onu bilemem.  Film ve dizilerde renk ve keskinlik gayet HD. Takılma, kasma, donma yok. Tek beğenmediğim yanı şarj kablosunun takıldığı yer. Açılı bir noktaya konmuş, insan takamadim diye zorluyor. Hızlı şarj yok, fiyat düşünülünce önemi de yok. Ekran parlak, yansımayı mat nano film alarak çözdüm. Şarjı güzel dayanıyor. Benim gibi ortalama ihtiyacı olanlar çok da para vermek istemiyorlarsa gönül rahatlığıyla tercih edebilirler. Bir de resimlerde Microsoft Office görünüyor ama yüklü gelmiyor, bilerek alın."
2020-05-12,5,"Samsung firmasının şu an piyasada en sık bulunan 8 inç boyutundaki tabletine göre tasarım ve performans olarak Lenovo&#039;nun bu modelini daha başarılı buldum. Anneler günü hediyesi olarak aldım, kargo hızlı ürün sorunsuzdu.  Cihazın tepki verme süresi, ekranı, sesi, fiyat aralığından beklediğimden daha iyi. Aklınız bir zamanlar piyasayı saran çin mallarının kalitesizliğine gitmesin. Kasa malzemesi, boyutları, ekran gövde oranı kalite hissi veriyor. Tabi ki bunun aslında 150 dolarlık bir tablet olduğunu unutmadan performans beklentisine girmek makul olur. Günlük işleriniz, okuma, gezinme, içerik izleme gibi aktiviteler için oldukça doyurucu ve başarılı. Pil ömrünü test edecek kadar kullanımımız olmadı henüz ama genel yorumlar o anlamda da başarılı olduğu yönünde."
2020-12-08,4,Tam bir fiyat performans ürünü tavsiye ederim satıcı iletişimi iyi paket içeriği tam eksiksiz geldi youtube tan izlediğim videolarda kutu açılışlarında jarz standı yoktu bunda var gayet güzel ve sağlam bir cihaz tavsiye ederim
2020-12-31,5,Tablet çok elit kullanım hissi var elinize aldığınızda kameralar güzel eskiden  çamur gibiydi tablet kameraları  14 15 saat ekran süresi veriyor  batarya güzel kasası güzel işlemci güzel ekran çok iyi çocuk pubg minecraft tarzı oyunlar oynuyor donma kasma yok hafızası yeterli kullanılan işletim sistemi sade ve hızlı  çift tıklama uyandırma var pil temizlik optimizasyon  dahili android 10 güncelledik dahada hızlandı ekran video kaydetme vs var.samsung t290 tercih etmedim bunu aldım 2 sinide elime aldım test ettim lenovada karar kıldım içim rahat
2021-12-18,5,Urun ekran kalitesi harika ve dokunmatigi cok hızlı   iyi bir fiyattan aldik bence  ..Hızlı  ve cok saglam kargolanmisti her zamanki gbi  bizi yanıltmadı hepsiburada
2020-06-03,5,"HepsiJet sayesinde sipariş ettiğim günün ertesi akşamı elime ulaştı (Ataşehir/İstanbul).

Eksi özellikleri:
(1) Bellek (RAM) kapasitesi sadece 2GB. En az 3GB olsa daha iyi olurdu.
(2) Maksimum ekran parlaklığı güneşli ortamda kullanım için uygun değil ve (ışık sensörü olmadığı için) otomatik ekran parlaklık (&quot;adaptive brightness&quot;) ayarı imkanı da yok.
(3) Jiroskop, pusula, yakınlık ve ışık sensörü gibi bir çok temel sensör yok, ama GPS&#039;i iyi.
(4) Titreşim özelliği yok.
(5) Bazı uygulamalarda kendini tablet olarak değil de telefon olarak gösteriyor. Örneğin, ikincil cihaz olarak Viber kuramıyorsunuz; ana cihaz olarak kuruluyor.
(6) Cihaz üstünde tek hoparlör var, ancak kulaklıkla stereo olarak dinleme imkanız var tabii.
(7) Adaptör USB çıkışı 1 Amper, ancak yeteri kadar hızlı (yaklaşık 2-3 saatte) şarj oluyor .

Artı özellikleri:
(1) Fiyat/performans ürünü olarak tavsiye edilir.
(2) Android 9 / 5 Şubat 2020 güncellemesi yükleniyor ve gereksiz uygulamalarla şişirilmemiş.
(3) Pil kapasitesi düşük olmasına rağmen, pil harcaması da düşük olduğu için gayet iyi dayanıyor.
(4) Eğer çok büyük dosyalar ve videolar yüklemeyi düşünmüyorsanız, 32 GB depolama yeterli.
(5) Resmi Netflix uygulaması kurulabiliyor."
2020-05-19,5,"6 yaşında ki oğluma aldım. Ben tableti çok beğendim keza eşim bu konularda titiz olmasına rağmen oda beğendi. Sadece beğenmediğimiz özellikleri kamerası (hem ön hem arka) berbatmış. Ve menü beni çözene kadar çileden çıkardı sonra ayarlardan menü özelliğini değiştirdim. Bir diğer beğenmediğim özelliği ise her aldığımız akıllı ekeltronik cihaz da hazır kurulu olan youtube, play müzik galeri vs. Yok kendin yüklemek zorundasın. Bunların dışında tablet hafif, ekran senkronu hızı çok iyi, bataryası da iyi. Fiyatına göre iyiki bu tableti seçmişiz işimizi çok iyi görecek gibi görünüyor. Oğlumun beğenip mutlu olması cabası. Alacak olanlara kamera önceliği olmayanlara  tavsiye ederimTeşekkürler.."
2022-04-16,5,Fazla birşey beklemeyin iş görür ben yeğenim için aldım tavsiye ederim 👍
2020-06-09,5,"Arkadaşlar başka marka bir tablet almıştım 3 gb ram 32 gb rom kağıt üzerinde herşey güzel fiyatı da bununla hemen hemen aynı fakat o kadar kötüydü kü şarjı olsun hızı olsun dokunmatiği hele ki tabletin bir açılma süresi var duvara atasınız gelir neyseki aynı bu şekilde yazdım firma iade aldı ,yerine bu ürünü aldım lenovonun tabletlerinden şaşmayın eskiside lenovo markaydı kızım bozunca dedim tablet işte ne kadar kötü olabilir başka marka aldım aman diyim bu markadan şaşmayın,ürünün elde tutuşu kullanışı ergonomik fakat arka kapak yapısı gereği kaygan bir kılıf iyi olur,ekran parlaklık,hoperlor ses çıkışı iyi,(ekranda bir koruma jelatin olsaydı süper memnun olurdum netten bakcaz artık),hızı çok iyi 2.00 ghz ve 2.gb ram 32 gb rom  android 9 ve lenovo çatısı altında mükemmel uyumlu.Ürünü kesinlikle tavsiye ederim 100 tl atlı 200 tl altı deyip başka marka modellere aldanmayın alın bunu işinizi görün.Bu arakda arka kamera da gayet iş görür ,ön kameraya bakmadım mükemmelliği bozulmsın dıye:):)"
2020-11-26,4,"Ürün yeni elime geçti. İnşallah sorun yaşamayız, şu anda herşey normal görünüyor Allah bozmasın :)"
2022-04-27,5,Çok hızlı rahat rahat rahat Hepsiburada ya bakabiliyorum 😍
2022-04-04,5,Süper makina çok memnun kaldım. Sim kartlı olması da benim için büyük avantaj.
2022-01-21,5,çok beğendik tasarımı da çok zarif kullanım açısından da gayet güzel bir tablet
2022-03-28,5,"Hızlı, ekranı parlak gayet iyi ses seviyesi çok yüksek değil ama gayet iyi tatmin edici seviyede tavsiye ediyorum"
2022-04-12,4,"kaliteli, hızlı , günlük youtube vb uygulamalar için ideal. fiyata göre başarılı."
2022-04-29,5,"Beğendim, hızlı tek sıkıntı hafızası onu da bilerek aldım"
2021-09-30,5,Tableti kızlarımın okulu için aldık çok güzel eski tablete göre bütçenizi yormiycaksa Lenovo teknoloji devi tercih edin.gerci birazda şans işi bazı eşyalar.paketlemede çok güzel yapılmıştı zarar görmesin diye.tesekkurler
2021-08-23,5,Ürün çok iyi. Fiyat performans bakımından harika. 1 günde elime ulaştı. Çok iyi paketlenmiş. Oğlum için aldım. Ama ben de kullanıyorum. Bu fiyata çok iyi bir ürün. Tavsiye ederim.
2021-11-11,5,Harika bir cihaz.. Paketleme çok sağlam ve temiz geldi.Ayrica hediyeniz icinde cok tesekkur ederiz ☺
2022-04-25,5,Guzel urun
2022-02-23,4,"Ürün kutusuyla geldi, orijinal, kutusunun arkasında seri numarası ve tabletin arkasında yazılı. Sorgulama neticesinde 6 ay garantisi geçmiş Ağustos stoğu. Ona göre alın Lenovo ile iletişime geçilerek düzeltilebilir."
2022-05-01,5,"Aşırı güzel bir tablet bence. Derslerimde takip etmelik aldım fazla pahalı bir şey aramıyordum ama tablet beklentilerimden çok daha üst seviye çıktı. Ekran kalitesi ve ses özellikleri çok iyi. Kamerası idare eder ama tabletlerde aradığım bir özellik değil zaten. Uygulamalar arası geçişlerde, download/upload işlerini zorlanmadan yapabiliyor. Güzel bir arayüzü var. Kesinlikle tavsiye ederim"
2021-01-11,5,Gayet iyi fiyat ve kalite gayet güzel hızlı şarj da olsa çok iyi olacaktı buyfun marka klavye ile tam laptop oldu
2022-04-13,5,"Tableti kızım için aldım. Açık kaldığında kendi kendine şarjı birden bitiyor. Ekran ara sıra kendi kendine kapanıyor. Bu sorunlar olan bir tablet fakat, hızı ve büyüklüğü çok iyi. Daha önceki yorumlara baktım fakat bu sorunlardan kimse bahsetmemiş."
2022-02-28,5,Tableti 9 yşaındaki oğluma aldım. Eski tabletinden sonra uçak gibi geldi. Ekran gayet iyi. Pil kapasitesi biraz dahafazla olabilirdi ama belki kullansdıkça performansı artacaktır. Gayet seri şarj oluyor. İŞlemci ve hafıza olarakta uzun süre yetecek bir cihaz.
2022-04-21,5,"Hızlı kargo için teşekkürler. Bir günde elimize ulaştı. Ürünü çok araştırdım, kullanmaya başladık. Koruyucu film kaplı gelmesini veya yanında kalemi ile gelmesini isterdim..."
2022-03-21,5,"Harika tablet. Satıcı sağolsun hediye gibi hediye göndermiş yanında. Öyle çocuk kandırır gibi şeker falan göndermiş, logi mouse göndermiş."
2022-03-20,5,"Almak isteyenlere Tavsiye ederim,, marka,fiyat ve modeli göz önüne alırsak,, sınıfının en iyisi diyebilirim..bende yorumları ve özelliklerini inceleyerek aldım,gayette memnunum,, kargo ve satıcı gayet başarılı.."
2022-02-10,5,Yeni aldım çok kullanmadım ama fiyatına göre güzel ürün. Bu fiyata 128 GB 4 ram ciddi bir artı. Batarya süresini bilemiyorum. Hızlı kargo için satıcıya teşekkürler.
2022-02-27,5,Ürün çok güzel oğluma aldım hafıza yüksek olması dezavantaj oldu bizim için sadece batarya amberleri bi tık daha yüksek olabilir 7500 film onun dışında güzel
2021-11-05,5,"Ürün ve fiyatı güzel, özellikle paketleyen arkadaş ne kadar berbat bir paketleme yapmış. Fotoğraftaki gibi tek patpata yapıp tablete etiketi yapıştırıp gönderilmiş bu kadar saçma birşey olamaz.  Allah tan birşey olmamış :)"
2022-03-26,4,"***Artıları :  ürün dış kasa oldukça sağlam, yüksek kapasiteli oyunlar hariç ideal, stereo çift hoparlöere sahip, çocuklar için kullanıcı seçimi var, fiyat performans olarak bataryası uygun, şarj süresi uzun belki ilk şarj olduğu için olabilir. ilk kurulumda güncelleme alıyor. hafıza kartı desteği mevcut.. kendisine ait bir ekolayzer programı var. müzik dinlemeyi sevenler reklamlı uygulamalarla uğraşmaz..  menü akıcı.. 32 gb ın belli bir miktarını ssitemin kullandığını unutmayın. dokunmatik hissiyatı fiyatı düşünüldüğünde kusursuz diyebilirim.

***Eksileri : ekran renkleri alıştığımız telefon ekranları gibi değil, biraz renkler soluk, aydınlatma sonda yeterli. yüz tanıma tamamen usulen çalışan bir özellik çünkü çok uzun sürüyor. ürünle beraber bir kılıf veya cam koruma gelmiyor, sizin satın almanız gerekli. cam inanılmaz parmak izi topluyor. çok yavaş şarj oluyor. 

***Genelleme : benim gibi küçük çocuklarınız için, ben maillerime tivitlerime bakarım müziğimi dinlerim, arada da minik oyunlarla vakit öldürürüm diyenler için, fazla ağır olmayan kasmayan uygulamalar ile saha yönetimi yapacak kişiler için, geniş ekranı olsun fazla bişi yapmıyorum evde arkadaş ortamıma bakayım diyenler için ideal."
2021-12-05,5,Elektronik ürünler online alırken hep tereddüt ederim ama aksine ambalajlı ürün geldi kızım için aldım kalitesi çok güzel kesinlikle kasma donma yok güvenle tercih edebilirsiniz
2021-12-31,5,ürün anlatıldığı gibi dokunmatiği hassas fiyatına göre gayet akıcı ve kullanışlı hafıza kartı takılabiliyor ürünü sipariş verdim yarım saat geçmeden kargoya verildi paketleme çok kötüydü sadece bir kat balonlu poşete sarılıp gönderilmiş bir köşesinden darbe almış ama üründe sıkıntı yoktu emeği geçenlere teşekkürler
2022-04-09,5,"ara yüzü biraz değişik geldi ama güzel.  Kullanışlı. Dünyayı kurtarmayacaksaniz her işi görür.  Kitap okuyun film izleyin uygulamadan uygulamaya geçin, maillere bakın. Ekran rengini vs tamamen siz ayarlayabiliyorsunuz."
2022-02-08,5,"Yeğenim için aldık, bu dönemde fiyat performans olarak alınabilecek en güzel tabletlerden biri. Kullanım amacımız çok bariz olduğu için beklentilerimizi yüksek seviyede karşıladı."
2022-02-03,5,Ürün gerçekten çok kaliteli ve kullanışlı. Tam bir fiyat performans ürünü tavsiye ederim.
2022-04-14,4,"Çözünürlük kalitesi biraz düşük olduğu için 1 puan kırdım şarj, ses ve dokunmatik gayet iyi fiyat performans acısından alınabile ek bir urun tavsiye ederim"
2022-04-20,5,Fiyatına göre muhteşem bir ürün. Çocuğum için aldım kendimde kullanıyorum. Tavsiye ederim
2022-04-27,5,Tamamen fiyat performans ürünü. Tek eksiği 2 gb ram ama gerçekten iyi bir tablet.
2022-04-20,4,Fiyat performans ürünü. Ekran görüntü kalitesi oldukça iyi. Kurulumunu çok rahat gerçekleştirdik. Yalnız 16gb gözüken cihazın 8gb&#039;ını sistem dosyaları kaplıyor. Hem bu yüzden hem de kargoda sadece kargo poşetine konulup gönderilmesinden dolayı bir yıldızı kırdık (en azından patpatlara sarıp gönderebilirlerdi).
2022-04-30,5,Lenovo kalitesi tablet harika hızlı gönderim müşteri memnuniyeti sağlayan mağaza hiç düşünmeden sorunsuz alışveriş yapabilirsiniz
2022-04-18,5,10 numara beş yıldız
2022-03-24,5,fiyat performans olarak çok beğendim beklediğimden de iyi çıktı. tavsiye ederim
2021-06-26,5,Gerçekten samsung tabletlerden farkı yok ve çok kaliteli.Üstelik fiyat olarakta çok uygun.Yalnız eski tabletten içinde hafıza kartını unuttuğum için zarar ettim.Bu tableti herkese tavsiye ederim.
2022-04-22,5,Kaliteli ürün
2021-12-07,5,Güzel ürün özenli paketlenmiş teşekkür edrim .fiyat/perfonmas ürünü .tavsiye ederim
2022-02-06,5,"hızlı, güzel paketleme,kaliteli ürün"
2021-12-15,4,"ürün fena değil geri tuşu ekranı kaydırma ile oluyor, alışırsan sıkıntı yok, ses kalitesi iyi, görüntü iyi, hafıza fena değil"
2021-08-27,4,Boyut olarak iyi fiyat olarak da eh işte ama tablet güzel 2 günde elime ulaştı video izlemek için çok iyi donma ve kasma yok batarya daha iyi olabilirdi
2021-10-25,5,"Tabletten aşırı memnunum. Ağırlıklı olarak video izlemek, canlı yayın izlemek, sosyal medyada gezinmek gibi şeyler için kullanmaktayım. Fiyatına göre gerçekten aşırı iyi ve hakkını veriyor. Aynı fiyattaki tabletlere baktığımda ekranı olsun, işlemcisi olsun bu ürün çok daha üstün. İşletim sistemi sadece Android yazıyordu, eski sürüm olmasından korkuyordum internette de bilgi yoktu çünkü fakat Android 10 mevcut. Yani hem kaliteli hem de güncel bir tablet. Kesinlikle bu fiyat bandında alınacak en iyi tablet. Ekranın full hd olması seyir keyfini arttırıyor Lenovo yine yapmış  fiyat performans bakımından üstün ürünü :))

(Ürünü 2 aydır kullanmaktayım yorumu 2 ay sonrasında atıyorum)"
2022-03-05,5,Ben bir ürün alacağım zaman çok araştırır kaliteli ve uygun f/p olarak ey iyi ürünü tespit eder üzerine düşünür öyle alırım. Yeğenime aldım bu tableti. Çok ince şık bir tasarımı var. Görüntü ve ses kalitesi güzel. Donma takılma yok gibi hızlı bir tablet. Buna benzer bir model daha var ikisi arasında kaldım. Bu sim kartlı diye bunu tercih ettim. Güzel tablet tavsiye ederim. Kargo jet hızıyla geldi. Teşekkürler.
2022-02-26,5,"2-3 günlük gözlemim, şarjı gayet iyi görünüyor. Ekran ses ve görüntü kalitesi beklediğimden çok iyi, Fiyatın hakkını veren bir ürün olduğunu düşüniyorum. Ürün X605 modeli olarak görünüyor sistem de buna önce şaşırdım hatta iade düşündüm ama ikisinin aynı özellik ve aynı ürün olduğunu anlayınca vazgeçtim. Ufak bir sorun ettiğim konu da ana ekrana klasör oluşturamadım uğraşıyorum."
2022-02-26,5,TB-X605LC Modeli geldi fiyat performans tableti diyebilirim 2 gündür kullanıyorum paketleme çok iyi bu fiyatlara daha iyi tablet yok bence tavsiye ederim
2022-04-20,5,"Tablet çok güzel kızıma aldım çok beğendi.Paketleme çok iyi,kargolama hızlı ve kırk yıl hatrı olan minik hediye için yeşekkürler."
2022-01-29,5,Tabletin çalışması programlar arası geçişi kamera çekimi gayet güzel kızım için almıştım rahatlıkla kullanabiliyor
2022-03-20,5,Ürün çok iyi ama keşke 4gb ram alsaydım .. bana biraz yavaş geldi.. youtube de video izlemek netflix için harika görüntü kalitesi güzel..
2022-03-29,5,ÜRÜN ELİME YENİ ULAŞTI. EKRAN KALİTESİ SES KALİTESİ GAYET YETERLİ. BU FİYATA ALINABİLECEK BİR ÜRÜN.
2022-03-30,5,Sorunsuz elime ulaştı güzel paketlenmişti şimdilik güzel bir sıkıntı yok beğendim
2022-04-13,5,Kızım için aldım.Memnun kaldık kargoda hızlı ve özenliydi.
2022-02-28,5,Ürün çok iyi. Ekranı ideal boyutta Otg ile klavye ve mouse çok rahatlıkla bağlandı. Ağır oyunlarda kasma yapabilir ancak benim gibi ofis programları ve internette gezinmek için kullanacaklara çok uygundur.
2022-01-29,4,F/p sayılabilir. İdare eder.
2022-04-17,5,"Güzel 5 yaşımda oğlum için aldım, ona yetiyor. 20den fazla oyunu var donma, kasma vs. Yapmıyor. bir kac online oyunda bazen donma yapıyor o kadar. Genel olarak memnunuz."
2022-05-11,5,"Akıcı değil ama ne için aldığınızı bilirseniz yeterlidir. Pdf okumak, video izlemek için fiyatı makul ve ideal bir tablet. Elime sıfır sorunsuz ulaştı."
2021-11-12,5,Lenovo kalitesi. Kızım için aldım. Üniv. giderken laptop bazen ağır geliyor. İşimizi gördü. Ipad mayped takıntınız yoksa güvenle alabilirsiniz.
2022-04-25,5,güzel ürün.hızlı teslimat ve güzel ambalaj ile teslim aldım. ekonominin kötü olduğu şu dönemlerde paranızın karşılığını alacağınız bir cihaz.
2022-04-08,5,Gerçekten güvenilir sıfır ürün geldi aylarıdır kullanıyorum hiç bir hata yok.
2022-03-03,5,"Cihaz güzel, çok araştırdım heryerde andorid ören yaziyodu ama android 10 geldi gayet güzel"
2022-04-08,5,Güzel teşekkürler 10puan
2022-03-04,4,8 yaşındaki çocuğuma aldım. Hızı tatminkar. 32 GB bellek yeterli. İsterseniz sd kartla artırılabilir. Tam bir f/p ürünü. Daha profesyonel bir şey isterseniz iPad öneririm.
2021-08-13,4,Güzel cihaz
2021-11-18,5,PubG oynuyor. Güzel tablet kasa metal sağlam görünüyor. Kaliteli ama kılıf bulmak zor. Bende 2.nesil olanın modellerinin kılıf ve ekran koruyucusunu sipariş verdim. İnşallah denk gelir. Tavsiyemdir. Şarjıda uzun gidiyor.
2022-04-13,5,Ürün çok harika. donma hiç yok. tabletin ekran boyutu harika. fiyat perfornmans ürünü.
2022-02-12,5,Ürün fiyatına göre guzel satıcıya tesekkür ürün sıfır jelatinli kutuda faturalı geldi tesekkurler hepsiburada
2022-03-27,5,İşimi görecek kalitede ve uygun fiyatta donma yok oğlum için aldım derslerde yardımcı olmak adına gayet yeterli
2022-02-23,5,Çocuğum icin aldım gayet başarılı bir ürün.kargosu özenli paketi herseyi iyiydi teşekkürler.
2022-01-21,5,Kalite çok iyi çok beğendim teşekkürler
2022-02-13,5,Tam beklediğim ürün geldi içinden kılıf çıkmadı ama firmanın yapacağı bişey yok lenova kutuya koymamis
2022-02-17,5,Cocugum icin aldim gayet guzel bir urun.hiz ve performansi gayet iyi.
2022-04-10,5,Hızlı kargo paketleme
2022-04-26,5,İdeal bir ürün gayet hızlı
2020-10-22,5,Ürün elime sorunsuz şekilde geldi. Ürünü baya araştırdım. Malum uzaktan eğitim dönemi ve çocukların tablete ihtiyacı var. Ciddi bir araştırmadan sonra bu tableti almaya karar verdim. Bence uzaktan eğitim ve EBA için fazlasıyla yeterli bir tablet. İçerisinde Android 9 ile geliyor. Özelliklerini de kıyaslayınca bence güzel bir tablet. Sizde diğer tabletler ile kıyaslarsanız iyi bir tablet olduğunu ve fiyatının da makul olduğunu göreceksiniz.
2020-12-18,5,"Tableti oğluma eba dan canlı derslere katilabilmesi için aldım, ayrıca film izlemek ve Youtube için, ekranın büyüklüğü ve dolby çift çıkış ses çok güzel, görüntü kalitesi gayet iyi, özellikleri yazılı olduğu gibi, tablet % 60 şarj ile geldi. Gün sonuna doğru güncelleme ile Android 9 olan sistem Android 10 a yükseldi. Hızı güzel belki şarj süresi sizi üzebilir,  ancak denedim 4 saat kullanım sonrası full dolu iken %70 e düştü şarjı yani bitmiyor kolay kolay çok iyi bence, 3 saat civarı da %100 şarj oluyor. Yalnızca 32 gb dahili hafıza çok oyun falan yüklerseniz yetmeyebilir 64 gb olanına bakabilirsiniz. Ancak bizim için ideal bir ürün, ayrıca ekran koruma ve tablet kılıfı da aldım, gerekecektir."
2020-12-06,5,Gerek işlemcisi ile gerek ekran piksel çözünürlügu ile gerek çift çıkışlı Hoparlör leri ile  gerek bataryası ile oldukça memnun olduğumuz bir cihaz. Teşekkürler
2022-04-28,5,"Ürün, f/p açısından bence çok iyi. Hafif, çözünürlüğü güzel, ekran parlaklığı da gayet iyi...

Satıcı da ilgili sorualarıma hemen cevap verdi. 

Ancak ürünü hızlı gelmesi için hepsijet ile sipariş vermeme rağmen belirtilen tarihten 3 gün sonra geldi. Kargo değerlnedirmesi olsa 1 yıldız verirdim..."
2021-05-22,4,"Ürün fiyat kalite kıyaslamasına göre gayet iyi, yeterli. Ancak ürün tanıtımında belirtildiği şarj girişi Type-C değil Micro USB. Benim için Type-C tercih sebeplerinden biriydi, yanlış bilgilendirme var. Düzeltme yapılırsa tüketici yanlış bilgilendirilmemiş olur. Paketleme ve teslim süresi de iyiydi."
2020-11-18,5,Ürün fiyat performans açısından iyi tabiki bir amiral gemisi değil tabletle fotoğraf video vs çekmeyeceğimizden hafıza çok sıkıntılı değil web de gezinme video film seyretmek ve son dönemin trendi uzaktan eğitim için fazlası ile yeterli çift hoparlör stereo ses sistemi oldukça iyi satıcı firma ve kargo şirketine ayrıca teşekkür ederim kampanya zamanı çok fazla yoğunluk olmasına rağmen 1 günde teslim edilmesi çok güzel bir hareketti.
2021-10-25,5,"Kızıma okul için aldım. Ekran çözünürlüğü şahane, batarya gayet başarılı. Herhangi bir oyunda veya uygulamada donma takılma yasamadık memnunuz."
2021-04-26,5,Cocuklara ebe için aldım ekran görüntüsü çok güzel işlemci iyi hızlı 7000mah batarya 6 saat canlı ders 2 saat maç 1 2 saat surf kalan jarj %34 yani süper lenova kalitesi başka parasının hakkını veriyor almak isteyenlere tavsiye ederim özellikle cocuklar için göz sağlığı için ekran kalitesi önemli
2022-03-27,5,Ürünü kardeşim için aldık derslerinde çok yardımcı oldu ürün sağlam ve kaliteli
2022-05-01,5,👍 şimdilik gayet güzel
2021-11-22,4,ÜRÜNÜ ALDIM KARGO GAYET HIZLI GELDİ
2021-11-02,5,Fiyatına göre ürün çok güzel silikon koruyucu ve cam filmi kutudan çıkıyor harika bir ürün tavsiye ederim kesinlikle
2022-01-11,5,Kargolama çok iyiydi hiçbi sıkıntısı yoktu. İçinden şeffaf silikon kılıf ve ekran koruyucu jelatin de çıktı bu çok iyiysi ekstre para vermeye gerek kalmadı. Tableti iki gündür kullanıyoruz 3 yalındaki kızım için sadece youtube kids izletmek için aldm. Hızı aşırı hızlı değil tabi bi telefon kadar ama bu fiyattaki bi tablet için de sinir bozucu bi yavaşlığı yok. Ama bu fiyata bence gayet iyi parası olan daha iyisini alsın tabi ama kimin kullanacağı da önemli sadece video izlicek bi çocuk için hayli hayli yeter bence
2021-09-02,5,"Güzel sağlam batarya ekran kamera hepsi tam ayarında ben iki tane aldım
Tavsiye ederim"
2021-07-29,4,Ürün iyi görünüyor ekranda [camda değil] bazı yerlerde çizgiler var beyaz ekranda belli oluyor. Umarım ilerleyen zamanlarda sorun olmaz.
